,2nd Iteration Candidates,TweetSentence,annotation,entry_batch,hashtags,phase1Candidates,sentID,stanford_candidates,tweetID,user,completeness,current_minus_entry
44,"['00 0', 'end', 'nov', '52 pstbid']",00 ( 0 Bids)End Date : Sunday Nov-29-2015 19:10 : 52 PSTBid ... https://t.co/rTp87f19rU,[],0,_flanders,0 Bids::*2*3*||End::*4*||Nov-29-2015 19::*7*8*||52 PSTBid::*11*12*||,1,[],30,Sparblack1213,False,0
45,"['prayers', 'chattanooga', 'marines', 'armedforces', 'isis', 'usa']",My #prayers w/ #Chattanooga shooting victims ' families n all #Marines and #ArmedForces wherever they serve #getrid of #ISIS #forgood #USA,[],0,nan,Chattanooga::*3*||Marines::*10*||ArmedForces::*12*||ISIS::*18*||USA::*20*||,0,[],31,pigs_wing,False,0
46,"['take', 'good']",My boss told me to take Sunday off and III Points is starting to sound like a good idea,[],0,nan,,0,[],32,DixiDoodle,True,0
47,"['shooting', 'atlanta']",Grand jury rules shooting not authorized #Atlanta,[],0,nan,Atlanta::*6*||,0,[],33,glennyork,True,0
48,['come'],SOMEONE COME WITH ME TO KRISPY KREME TOMORROW,[],0,nan,nan,0,[],34,LydiaBurrell,True,0
49,"['love', 'gus']",@NitroFun I love you Gus .,[],0,nan,Gus::*4*||,0,[],35,LisaBednarski,False,0
50,"['day', 'hope', 'merry christmas', 'hope']",If we don't talk tomorrow or the day after I hope you have a Merry Christmas ( but I hope we will ),[],0,nan,Merry Christmas::*14*15*||,1,[],35,LisaBednarski,True,0
51,"['guys', 'see', 'new', 'video']",RT @AndreaRussett : so excited for U guys to see my new video friday !,[],0,nan,,0,[],36,omyword,True,0
52,[],make sure ur subscribed :),[],0,nan,,1,[],36,omyword,True,0
53,"['play', 'good']",11:11 I play good tomorrow,[],0,nan,,0,[],37,HaroldItz,True,0
54,"['1 dead', 'sacramento']","1 dead , 6 hurt in Sacramento park shooting",[],0,nan,Sacramento::*6*||,0,[],38,RadioChio,True,0
55,"['kong mug', 'follow', 'win']",RT @LittleBrum_ : **Kong Mug** RT and follow for a chance to win !,[],0,inners,Kong Mug::*3*4*||,0,[],39,MeLoseBrainUhOh,False,0
56,"['winner', 'nov']",( Winner announced Sun 8 Nov ) https://t.co/Sp404WS3EA,[],0,inners,Winner::*1*||8 Nov::*4*5*||,1,[],39,MeLoseBrainUhOh,True,0
57,"['2015 cma music festival', 'sec']",#Ticket - 2015 CMA Music Festival - 2 tickets - Sec .,[],0,TrumpRussia,2015 CMA Music Festival::*2*3*4*5*||Sec::*10*||,0,[],40,RyGil01,False,0
58,['row'],"211 , Row D : $ 1,450 .",[],0,TrumpRussia,Row::*2*||,1,[],40,RyGil01,False,0
59,['00end date'],00End Date : Sunday Apr- ... #Tennessee_US,[],0,TrumpRussia,00End Date::*0*1*||Apr- #Tennessee_US::*4*5*||,2,[],40,RyGil01,False,0
60,"['mary nash stoddard', 'june', 'weightloss']","Listen to "" The Many Faces Of #Aspartame "" as Mary Nash Stoddard talks to June Stoyer on @TheOrganicView #WeightLoss",[],0,nan,Faces Of #Aspartame::*5*6*7*||Mary Nash Stoddard::*10*11*12*||June Stoyer::*15*16*||WeightLoss::*19*||,0,[],41,charnesshartman,False,0
61,"['san bernardino shooting', 'second', 'mass', 'shooting', '355th']",The San Bernardino shooting is the second mass shooting today and the 355th this year,[],0,nan,San Bernardino::*1*2*||355th::*12*||,0,[],42,marcushjohnson,False,0
62,"['twitter', 'since', 'nov']",I have been on Twitter for 5 years and 9 months ( since 24 Nov 2009) .,[],0,"TrumpRussia, TheResistance",Twitter::*4*||24 Nov 2009::*13*14*15*||,0,[],43,NoAltFacts1984,True,0
63,[],And you ?,[],0,"TrumpRussia, TheResistance",,1,[],43,NoAltFacts1984,True,0
64,"['got', 'play', 'august']",RT @spittman91 : Got an audition for a play called Greetings on August 29th .,[],0,sarahsettgo,Got::*3*||Greetings on August 29th::*10*11*12*13*||,0,[],44,StonZMGMT,True,0
65,['blessed'],#Blessed,[],0,sarahsettgo,nan,1,[],44,StonZMGMT,True,0
66,"['crazy', 'pray', 'people', 'saylorsburg', 'shooting']",That 's crazy .. Pray for the people in the Saylorsburg shooting,[],0,nan,Pray::*3*||Saylorsburg::*9*||,0,[],45,ZazuRules,False,0
67,"['apr 9', '2015 discovery', '9pm', 'curve', 'ft']","RT @Jenn_Thompson : Apr 9 , 2015 DISCOVERY THURSDAY 9pm @laundrybar CURVE ft .",[],0,thingsweheart,Apr 9::*3*4*||2015 DISCOVERY::*6*7*||9pm::*9*||CURVE::*11*||,0,[],46,DecentFida,False,0
68,[],#Armon #IsaacHo #Sick @ThreeMalaysia,[],0,thingsweheart,Armon #IsaacHo #Sick::*0*1*2*||,1,[],46,DecentFida,True,0
69,['set'],"RT @belkacemi : When the sun has set , no candle can replace it .",[],0,nan,,0,[],47,tiwhitter,True,0
70,"['lt', 'need', '2nd']",RT @CandiceCodyMD : &lt; 3333 @ucantdothat121 doesn't need a 2nd chance .,[],0,nan,2nd::*9*||,0,[],48,pammy_facepaint,True,0
71,['act'],Such a class act all the way around .,[],0,nan,,1,[],48,pammy_facepaint,True,0
72,['survivorfinale'],#winning #SurvivorFinale,[],0,nan,SurvivorFinale::*1*||,2,[],48,pammy_facepaint,False,0
73,['check'],Hey check this out …,[],0,nan,,0,[],49,kwanzer,True,0
74,['chattanoogashooting'],@POTUS on #ChattanoogaShooting : It’s a heartbreaking circumstance pic.twitter.com/aL5Djt2F7m,[],0,nan,ChattanoogaShooting::*2*||,0,[],50,Aarapparent,True,0
75,"['1st', 'fan', 'meeting', 'japan']","RT @dekyala : 150610 #MarkBam #MarkTuan #BamBam #GOT7 1st Fan Meeting in Osaka , Japan",[],0,nan,Japan::*14*||,0,[],51,SubPolitics,False,0
76,['4th'],In my 4th period class .,[],0,nan,4th::*2*||,0,[],52,BrianNormoyle,True,0
77,['two'],We have two more days of exams and I am exempted .,[],0,nan,,1,[],52,BrianNormoyle,True,0
78,[],"But , I can't leave my friends like that .",[],0,nan,,2,[],52,BrianNormoyle,True,0
79,[],Kijken !,[],0,nan,,0,[],53,EricJGilbert,True,0
80,[],https://t.co/2JbwGnTlWm,[],0,nan,,1,[],53,EricJGilbert,True,0
81,['work'],Sunday work mode tired !,[],0,nan,,0,[],54,snottypants,True,0
82,[],#MTVEMA #NominateNadineLustre,[],0,nan,nan,1,[],54,snottypants,True,0
83,"['china', 'microsoft', 'breach', 'xbox', 'n4g']",China fines Microsoft for breach of rules with Xbox division | N4G …,[],0,nan,Microsoft::*2*||Xbox::*8*||N4G::*11*||,0,[],55,spokanetom,False,0
84,['day'],You brighten up my day when the sun don't shine,[],0,nan,,0,[],56,BrianWithAnE,True,0
85,"['get', 'ready', 'november']",RT @thepamilerin : Get ready for November 14th .,[],0,nan,Get::*3*||November 14th::*6*7*||,0,[],57,ele_wolfe,True,0
86,['going'],Its going down !!,[],0,nan,,1,[],57,ele_wolfe,True,0
87,[],#Goat2015,[],0,nan,nan,2,[],57,ele_wolfe,True,0
88,['2nd'],Tired of being treated 2nd best ..,[],0,nan,2nd::*4*||,0,[],58,mdh9876,True,0
89,"['better', 'holy']",I deserve way better than this I'm struggling to make ends meat while you drink from a holy grail .,[],0,nan,,1,[],58,mdh9876,False,0
90,['last'],Last-minute gig tonight at Brass House with Tarik Hassan ( and maybe others ? ),[],0,nan,Brass House with Tarik Hassan::*4*5*6*7*8*||,0,[],59,Inglorious123,True,0
91,[],", 7-11pm .",[],0,nan,7-11pm::*1*||,1,[],59,Inglorious123,True,0
92,[],Then Friday at Gumbo's...,[],0,nan,nan,2,[],59,Inglorious123,True,0
93,"['least 12 dead', 'san bernardino shooting']","At Least 12 Dead , 20 Reportedly Wounded in San Bernardino Shooting …",[],0,"TrumpRussia, LoserPOTUS",Least 12 Dead::*1*2*3*||,0,[],60,BillSchultzeJr,False,0
94,[],@stefeeeey talaga ba ?,[],0,"spicer, SyriaStrikes, TrumpRussiaCollusion",nan,0,[],61,RobertDriemeyer,True,0
95,"['may', 'next', 'pa', 'pa']","baka naman ano lol jk pakisabi ok lang yan may next year pa naman , marami pa pagkakataon hahahaha",[],0,"spicer, SyriaStrikes, TrumpRussiaCollusion",nan,1,[],61,RobertDriemeyer,True,0
96,"['hackers', 'breach', 'u.s', 'department of energy', 'times', 'government slaves']",Hackers successfully breach U.S. Department of Energy’s systems 150 times | GOVERNMENT SLAVES …,[],0,nan,U.S. Department of Energy’s::*3*4*5*6*||GOVERNMENT SLAVES::*11*12*||,0,[],62,justsickoflies,False,0
97,[],Fasting for sleep .,[],0,nan,,0,[],63,truth_trumpet,True,0
98,[],Haven't eaten for 10 hours .,[],0,nan,,1,[],63,truth_trumpet,True,0
99,['go'],11 more hours to go .,[],0,nan,,2,[],63,truth_trumpet,True,0
100,"['morning', 'see']","Tomorrow morning if I see you , I eat you .",[],0,nan,,3,[],63,truth_trumpet,True,0
101,[],#gradschoolproblems,[],0,nan,,4,[],63,truth_trumpet,True,0
102,"['love', 'shines']",Love is like the Sun it shines bright and warms your heart .,[],0,nan,,0,[],64,glennyork,True,0
103,"['may', 'scorpio']",Someone may ask you to participate in a community event or to ... More for Scorpio,[],0,nan,Scorpio::*14*||,0,[],65,WhyAsk65,True,0
104,"['transformation', 'lindsay']",Tuesday Transformation : Lindsay,[],0,nan,Transformation::*1*||Lindsay::*3*||,0,[],66,slatest,False,0
105,['watching'],Watching for #severewx potential on Saturday .,[],0,nan,,0,[],67,Karadur_Zero,True,0
106,['check'],RT @amiseattle : #check #checkthisout https://t.co/VnndEEHcMh,[],0,nan,,0,[],68,DalanOverstreet,True,0
107,['vs'],RT @TAMAHOOCHIE : Me on Saturday - Sunday Vs Me on Monday,[],0,"inners, msnbc, cnn",Vs::*8*||,0,[],69,BlackJesuscom,True,0
108,"['last', 'one']",RT @dog_rates : Ok last one of these .,[],0,nan,,0,[],70,jmichaelkell,True,0
109,['may'],I may try to make some myself .,[],0,nan,,1,[],70,jmichaelkell,True,0
110,['go'],Anyway here ya go .,[],0,nan,,2,[],70,jmichaelkell,True,0
111,[],13/10 https://t.co/i9CDd1oEu8,[],0,nan,,3,[],70,jmichaelkell,True,0
112,"['may', 'replay']",Bilang kayo ng 10 seconds may REPLAY na yan !,[],0,nan,REPLAY::*6*||,0,[],71,sdbees1953,False,0
113,['pa'],AlDubnation pa ba ?,[],0,nan,,1,[],71,sdbees1953,True,0
114,[],Hahahaha .,[],0,nan,,2,[],71,sdbees1953,True,0
115,['aldubsumptuouslunch'],#ALDUBSumptuousLunch,[],0,nan,nan,3,[],71,sdbees1953,True,0
116,"['last', 'week']",1 amazing follower in the last week and there will be more tomorrow .,[],0,nan,,0,[],72,DonnaJo1002,True,0
117,[],Growing with,[],0,nan,nan,1,[],72,DonnaJo1002,True,0
118,"['girl', 'right', 'catch']","RT @camxo__ : when his boys call and he says "" nah I'm laid up w my girl right now , I'll catch yall tomorrow """,[],0,nan,,0,[],73,Philatticus,True,0
119,"['senin', 'april', 'jam']","@null Senin , 06 April 2015 Jam 10:59 : 50",[],0,nan,Senin::*1*||06 April 2015 Jam 10: 59::*3*4*5*6*7*8*||,0,[],74,dnmilikan,True,0
120,['tbrlist'],RT #TBRList https://t.co/LaLOBugB1g,[],0,inners,TBRList::*1*||,0,[],75,NoctilucentClou,False,0
121,"['mvths', 'march 5th']","RT @MVTHS : MVTHS will not be in session Thursday March 5th , 2015 due to inclement weather .",[],0,"swamp, DTS",MVTHS::*3*||March 5th::*10*11*||,0,[],76,trmcolorado,False,0
122,"['cnn', 'fbi', 'san bernardino shooting']",CNN : The FBI says the motive behind the San Bernardino shooting incident is still unknown -cnnphilippines,[],0,nan,FBI::*3*||San Bernardino::*9*10*||,0,[],77,Analogbear,True,0
123,"['san bernardino shooting', 'live', 'multiple', 'confirmed', 'police']","San Bernardino shooting live updates : Multiple fatalities confirmed by police , no suspects in custody",[],0,nan,San Bernardino::*0*1*||Multiple::*6*||,0,[],78,drhug,True,0
124,"['video', 'police', 'shooting', 'hospital', 'chicago']",Highland Park Releases Video Of Police Shooting In Hospital #chicago,[],0,nan,,0,[],79,mikeinbama,False,0
125,"['injured', 'chattanoogashooting', 'prayers', 'pray']",Please keep those injured in today 's #ChattanoogaShooting in your prayers & please pray for families of the victims too .,[],0,nan,ChattanoogaShooting::*7*||,0,[],80,Siddharthjrs,True,0
126,"['people', 'fort hood', 'shooting', 'u.s. army']",People at post advised to shelter in place : Fort Hood confirms that a shooting has occurred at the U.S. Army p ...,[],0,nan,Fort Hood::*9*10*||U.S. Army::*19*20*||,0,[],81,adammc123,False,0
127,"['basta', 'may']","RT @PatamaPost : Basta dapat , pag may chance kang gawin .",[],0,FBI,Basta::*3*||,0,[],82,shortreddog,False,0
128,['mo'],Gawin mo na agad .,[],0,FBI,,1,[],82,shortreddog,True,0
129,"['di', 'pa']",Habang di pa huli ang lahat,[],0,FBI,,2,[],82,shortreddog,True,0
130,"['december', 'sa', 'mo', 'mo']","mom , i know na nag ka sakit ka this december pero nangako kasa sa akin at sabi mo na papalitan mo pero bakiw wala .",[],0,Day82,nan,0,[],83,Gratkin,True,0
131,[],sadly its only thursday .,[],0,nan,nan,0,[],84,alcamus,True,0
132,"['week', 'games night', '30 pm', 'quiz night', '9pm', 'open mic', '30 pm', 'live music', 'al appleby', '9pm']","Events this week : Monday : Games Night , 7:30 pm Tuesday : Quiz Night , 9pm Thursday : Open Mic , 8:30 pm Saturday : Live Music , Al Appleby , 9pm",[],0,"Inners, p2, TrumpRussia, tcot",Games Night::*6*7*||Quiz Night::*14*15*||9pm::*17*||Open Mic::*20*21*||Live Music::*28*29*||Al Appleby::*31*32*||9pm::*34*||,0,[],85,craftyme25,False,0
133,"['biker gang shooting leaves nine dead', 'several']","Sunday Biker Gang Shooting Leaves Nine Dead , Several Injured …",[],0,nan,Biker Gang Shooting Leaves Nine Dead::*1*2*3*4*5*6*||Several Injured::*8*9*||,0,[],86,pammykaye,False,0
134,"['police', 'nau', 'shooting', 'steven jones']",Police identify suspect in #NAU campus shooting as Steven Jones .,[],0,nan,NAU::*4*||Steven Jones::*8*9*||,0,[],87,JeffreySconce,False,0
135,"['police', 'say', 'jones']",Police say Jones fired after some sort of fight between 2 student groups .,[],0,nan,Jones::*2*||,1,[],87,JeffreySconce,False,0
136,"['members of iranian', 'rock', 'brooklyn', 'shooting']",Members of Iranian rock band slain in Brooklyn shooting,[],0,nan,Members of Iranian::*0*1*2*||Brooklyn::*7*||,0,[],88,ChristinLuvsSno,False,0
137,"['frantically', 'get', 'life']",RT @SratSoutherner : **Frantically tries to get life together before tomorrow**,[],0,nan,Frantically::*3*||,0,[],89,wandsci,False,0
138,"['linode', 'breach']",Linode forces password reset for all users due to suspected breach,[],0,nan,,0,[],90,unscriptedmike,True,0
139,"['bailey may steal', 'girl bailey may steal', 'girl bailey may steal', 'girl bailey may steal', 'girl']",Bailey May Steal My Girl Bailey May Steal My Girl Bailey May Steal My Girl Bailey May Steal My Girl @OfficialBaileyM,[],0,TeamTrumpRussia,Bailey May Steal::*0*1*2*||Girl Bailey May Steal::*4*5*6*7*||Girl Bailey May Steal::*9*10*11*12*||Girl Bailey May Steal::*14*15*16*17*||Girl::*19*||,0,[],91,Mrsresistor,False,0
140,"['look', 'august']",Dude look just like August .,[],0,nan,August::*4*||,0,[],92,RyGil01,True,0
141,[],https://t.co/MvqXYK7jUu,[],0,nan,,1,[],92,RyGil01,True,0
142,"['next', 'week', 'next', 'next', 'next', 'life']",RT @ThatsSarcasm : today : stressed tomorrow : stressed next week : stressed next month : stressed next year : stressed next life : stressed,[],0,"TrumpRussiaCoverUp, 25TrumpNow",,0,[],93,25trumpnow,True,0
143,"['talktalk', 'data', 'breach', 'ceo in hot seat']",#TalkTalk #Data #Breach puts CEO in Hot Seat - #cybersecmonth,[],0,nan,TalkTalk #Data #Breach::*0*1*2*||CEO in Hot Seat::*4*5*6*7*||,0,[],94,Dont_be_a_dweeb,False,0
144,"['fbi', 'washington navy yard', 'shooting', 'suspect identified', 'aaron alexis']","FBI confirms deceased Washington Navy Yard shooting suspect identified as Aaron Alexis , 34 …",[],0,nan,Washington Navy Yard::*3*4*5*||Aaron Alexis::*10*11*||,0,[],95,JennyGermaine,True,0
145,['4th'],Raiders trailing 41-33 as we head to the 4th qtr .,[],0,nan,41-33::*2*||4th::*8*||,0,[],96,jerZboyUSA,True,0
146,['rock'],@fabriziocometa Like alternative rock ?,[],0,nan,,0,[],97,TVDExcel6,True,0
147,"['love', 'arcana']",You'll love Sun Arcana !,[],0,nan,Arcana::*3*||,1,[],97,TVDExcel6,False,0
148,['check'],Check them out here : https://t.co/AO61ULg1FD,[],0,nan,,2,[],97,TVDExcel6,True,0
149,[],RT @dmcfadden20 : This is a dope edit !,[],0,nan,,0,[],98,UrbanAchievr,True,0
150,['wait'],Can't wait to step on the field !!,[],0,nan,,1,[],98,UrbanAchievr,True,0
151,"['season', 'august']",Pre season starts August 13th !,[],0,nan,August 13th::*3*4*||,2,[],98,UrbanAchievr,True,0
152,[],#WedemBoyz,[],0,nan,nan,3,[],98,UrbanAchievr,True,0
153,[],#Monday #MemorialDay #BoyleHeights #LA #Cobber #ThisGuy https://t.co/EDUoDLLqb5,[],0,nan,MemorialDay #BoyleHeights #LA #Cobber #ThisGuy::*1*2*3*4*5*||,0,[],99,rachelbailin,True,0
154,[],RT @askpenners : It 's gone .,[],0,"Davenport, Iowa",,0,[],100,DavenportIowaa,True,0
155,[],Done and dusted .,[],0,"Davenport, Iowa",,1,[],100,DavenportIowaa,True,0
156,['history'],History .,[],0,"Davenport, Iowa",,2,[],100,DavenportIowaa,True,0
157,['march'],It 's MARCH everybody !,[],0,"Davenport, Iowa",MARCH::*2*||,3,[],100,DavenportIowaa,True,0
158,['get'],"Now , lets get to it !!",[],0,"Davenport, Iowa",,4,[],100,DavenportIowaa,True,0
159,[],@Adam_Penning #timetogetserious,[],0,"Davenport, Iowa",,5,[],100,DavenportIowaa,True,0
160,"['old', 'boy', 'old', 'south side', 'shooting', 'chicago tribune']","14-year-old boy killed , 15-year-old wounded in South Side shooting - Chicago Tribune …",[],0,nan,15-year-old::*4*||South Side::*7*8*||Chicago Tribune::*11*12*||,0,[],101,NewsToppers,False,0
161,['acm fx update 12 may 2015'],RT @AstonCurrency : ACM FX Update 12 May 2015,[],0,nan,ACM FX Update 12 May 2015::*3*4*5*6*7*8*||,0,[],102,yynn6001,False,0
162,[],RT @BestBikiniGirls : Behind the Scenes Interviews with IBT Bikini Models Jun 2015,[],0,nan,,0,[],103,televisionwhore,True,0
163,['hour'],tos Another hour !,[],0,nan,,0,[],104,christy_harlan,True,0
164,"['september 01', '2015 at 12', '04 pm']","It 's September 01 , 2015 at 12:04 PM",[],0,nan,September 01::*2*3*||2015 at 12::*5*6*7*||04 PM::*8*9*||,1,[],104,christy_harlan,False,0
165,['christmas in july'],It 's practically Christmas in July !,[],0,nan,Christmas in July::*3*4*5*||,0,[],105,anuj_pant6,True,0
